Submercado
Nome;DC201804-sem3;DC201804-sem4;DC201805-sem1;DC201805-sem2;DC201805-sem3;DC201805-sem4;DC201806-sem0;DC201806-sem1;DC201806-sem2;DC201806-sem3(3 dias); ;DC201804-sem3@14/04/2018;DC201804-sem3@15/04/2018;DC201804-sem3@16/04/2018;DC201804-sem3@17/04/2018;DC201804-sem3@18/04/2018;DC201804-sem3@19/04/2018;DC201804-sem3@20/04/2018;DC201804-sem4@21/04/2018;DC201804-sem4@22/04/2018;DC201804-sem4@23/04/2018;DC201804-sem4@24/04/2018;DC201804-sem4@25/04/2018;DC201804-sem4@26/04/2018;DC201804-sem4@27/04/2018;DC201805-sem1@28/04/2018;DC201805-sem1@29/04/2018;DC201805-sem1@30/04/2018;DC201805-sem1@01/05/2018;DC201805-sem1@02/05/2018;DC201805-sem1@03/05/2018;DC201805-sem1@04/05/2018;DC201805-sem2@05/05/2018;DC201805-sem2@06/05/2018;DC201805-sem2@07/05/2018;DC201805-sem2@08/05/2018;DC201805-sem2@09/05/2018;DC201805-sem2@10/05/2018;DC201805-sem2@11/05/2018;DC201805-sem3@12/05/2018;DC201805-sem3@13/05/2018;DC201805-sem3@14/05/2018;DC201805-sem3@15/05/2018;DC201805-sem3@16/05/2018;DC201805-sem3@17/05/2018;DC201805-sem3@18/05/2018;DC201805-sem4@19/05/2018;DC201805-sem4@20/05/2018;DC201805-sem4@21/05/2018;DC201805-sem4@22/05/2018;DC201805-sem4@23/05/2018;DC201805-sem4@24/05/2018;DC201805-sem4@25/05/2018;DC201806-sem0@26/05/2018;DC201806-sem0@27/05/2018;DC201806-sem0@28/05/2018;DC201806-sem0@29/05/2018;DC201806-sem0@30/05/2018;DC201806-sem0@31/05/2018;DC201806-sem0@01/06/2018;DC201806-sem1@02/06/2018;DC201806-sem1@03/06/2018;DC201806-sem1@04/06/2018;DC201806-sem1@05/06/2018;DC201806-sem1@06/06/2018;DC201806-sem1@07/06/2018;DC201806-sem1@08/06/2018;DC201806-sem2@09/06/2018;DC201806-sem2@10/06/2018;DC201806-sem2@11/06/2018;DC201806-sem2@12/06/2018;DC201806-sem2@13/06/2018;DC201806-sem2@14/06/2018;DC201806-sem2@15/06/2018;DC201806-sem3@16/06/2018;DC201806-sem3@17/06/2018;DC201806-sem3@18/06/2018; ;Nome;DC201804-sem3;DC201804-sem4;DC201805-sem1;DC201805-sem2;DC201805-sem3;DC201805-sem4;DC201806-sem0;DC201806-sem1;DC201806-sem2;DC201806-sem3(3 dias); ;DC201804-sem3@14/04/2018;DC201804-sem3@15/04/2018;DC201804-sem3@16/04/2018;DC201804-sem3@17/04/2018;DC201804-sem3@18/04/2018;DC201804-sem3@19/04/2018;DC201804-sem3@20/04/2018;DC201804-sem4@21/04/2018;DC201804-sem4@22/04/2018;DC201804-sem4@23/04/2018;DC201804-sem4@24/04/2018;DC201804-sem4@25/04/2018;DC201804-sem4@26/04/2018;DC201804-sem4@27/04/2018;DC201805-sem1@28/04/2018;DC201805-sem1@29/04/2018;DC201805-sem1@30/04/2018;DC201805-sem1@01/05/2018;DC201805-sem1@02/05/2018;DC201805-sem1@03/05/2018;DC201805-sem1@04/05/2018;DC201805-sem2@05/05/2018;DC201805-sem2@06/05/2018;DC201805-sem2@07/05/2018;DC201805-sem2@08/05/2018;DC201805-sem2@09/05/2018;DC201805-sem2@10/05/2018;DC201805-sem2@11/05/2018;DC201805-sem3@12/05/2018;DC201805-sem3@13/05/2018;DC201805-sem3@14/05/2018;DC201805-sem3@15/05/2018;DC201805-sem3@16/05/2018;DC201805-sem3@17/05/2018;DC201805-sem3@18/05/2018;DC201805-sem4@19/05/2018;DC201805-sem4@20/05/2018;DC201805-sem4@21/05/2018;DC201805-sem4@22/05/2018;DC201805-sem4@23/05/2018;DC201805-sem4@24/05/2018;DC201805-sem4@25/05/2018;DC201806-sem0@26/05/2018;DC201806-sem0@27/05/2018;DC201806-sem0@28/05/2018;DC201806-sem0@29/05/2018;DC201806-sem0@30/05/2018;DC201806-sem0@31/05/2018;DC201806-sem0@01/06/2018;DC201806-sem1@02/06/2018;DC201806-sem1@03/06/2018;DC201806-sem1@04/06/2018;DC201806-sem1@05/06/2018;DC201806-sem1@06/06/2018;DC201806-sem1@07/06/2018;DC201806-sem1@08/06/2018;DC201806-sem2@09/06/2018;DC201806-sem2@10/06/2018;DC201806-sem2@11/06/2018;DC201806-sem2@12/06/2018;DC201806-sem2@13/06/2018;DC201806-sem2@14/06/2018;DC201806-sem2@15/06/2018;DC201806-sem3@16/06/2018;DC201806-sem3@17/06/2018;DC201806-sem3@18/06/2018
ALTO PARANA;69,3126316365611;72,1508187944586;126,922911050753;182,935107960257;152,63553007123;161,388510818693;199,576161920793;249,69430406944;184,683447617652;148,406168616101; ;69,8492544090857;67,2649550963074;67,1597774860563;68,1305758368246;69,5478619209342;71,8313323067261;71,4047102479122;69,6131058243796;68,4241632793501;67,1173490803559;66,138334852106;70,7461983386259;81,7151471411724;81,3010433379138;81,3549983603337;77,9392806613625;99,888144063474;158,687050027948;169,598833752163;175,483788214845;179,826646828091;185,218739924472;188,463882773216;188,873632295368;186,442191746633;182,209523806099;177,242131165431;172,096071891425;167,290640112463;162,137991326721;152,422429240153;147,542926156684;145,936492630408;146,30811353854;146,81030985149;148,546342325266;147,366244687074;153,986984490127;164,636295626994;169,665021268808;172,677579078015;172,840909263685;177,991288362954;181,772394275011;187,634117762593;195,087801089346;199,057563525656;207,115873150506;258,581868248632;263,430559652104;263,26205386079;260,601739845291;254,638392873101;245,95365624755;236,310910241262;223,66243078011;214,049078514365;204,036033822782;193,516524235684;183,532653013627;174,112832448703;165,472017020766;158,064946144402;152,076956841606;147,720030505065;145,42145433732; ;ALTO PARANA;2872,40958157286;2990,02791165429;4331,73734445714;5240,09000508571;4372,17286755571;4622,89787841286;5575,48382430286;5915,05356377;4374,99961831857;3515,62058986333; ;2894,647958;2787,551085;2783,192382;2823,423584;2882,157844;2976,78795774;2959,10816027;2884,86163996;2835,59024631;2781,43409125;2740,86241213;2931,81853249;3386,3866667;3369,22564274;3371,46161214;3229,90963215;4139,50033809;4545,51580645;4858,07871178;5026,65046055;5151,04960004;5305,50356711;5398,45915555;5410,19623762;5340,54876831;5219,30598874;5077,01736619;4929,61092208;4791,96159213;4644,36639456;4366,06869462;4226,29762704;4180,28209531;4190,92700119;4205,31217804;4255,04001058;4221,23666956;4410,88464285;4715,92914454;4859,97462202;4946,26792155;4950,94643779;5098,47662126;5206,78461921;5374,69092764;5588,19817585;5701,91015108;5932,73663482;6125,59268026;6240,45420853;6236,46244434;6173,44178411;6032,17497832;5826,44068046;5598,01192498;5298,37980565;5070,64736381;4833,44653575;4584,24796911;4347,73823665;4124,5904023;3919,89656164;3744,42911897;3602,57855655;3499,36653996;3444,91515308
BAIXO PARANA;101,075911229904;106,99452550396;188,996466764967;257,645255061286;229,116820193506;220,597937738127;258,48078117064;322,4928826129;255,408114769689;224,76294018073; ;107,446260743599;103,099568480663;101,248933693397;98,6289873356534;96,5402502964103;98,8139756318373;101,753513692915;100,77020881331;99,3986378337797;98,5662391416109;99,4892260004013;106,027773426853;119,106908707812;125,602231758553;131,621081570745;139,226130739257;155,137726760221;214,98045904467;230,52086595387;240,776333214206;247,714775566856;253,137605605912;258,527923537313;262,562139364014;263,075037709621;260,377014403354;255,90755914629;249,930007674871;243,312744207571;236,70241103708;228,38964813872;223,581485458321;222,385927743669;224,081051611818;225,365104112514;226,342712875658;218,691045345217;208,16281452916;218,61653403517;221,927041954523;224,503694433601;225,941361409724;230,856729429072;235,859323481183;243,913988704685;254,798192664464;259,075230514111;270,940526038862;318,458142273556;327,93997087006;332,039499997647;332,465544838902;329,137399920588;322,369636448286;312,961225917775;300,537044042866;288,677305078272;276,755129137834;264,649834918721;253,398198906772;244,260238670832;233,043023591503;227,072850013056;222,154012968547;226,495918187619;225,638709472405; ;BAIXO PARANA;14022,430366;14843,529632;23105,353894;28313,591912;25178,496478;24242,324914;28098,497392;32759,498446;25944,888058;22831,88742; ;14906,199618;14303,175724;14046,434062;13682,964518;13393,190532;13708,628254;14116,43529;13980,019758;13789,73942;13674,259356;13802,306868;14709,410498;16523,90083;17425,00787;18260,01298;19315,074182;21522,516534;23624,999362;25332,79227;26459,803574;27222,294718;27818,229608;28410,591622;28853,92655;28910,29085;28613,79507;28122,630068;27465,734784;26738,539178;26012,105168;25098,584846;24570,19803;24438,813762;24625,097206;24766,206494;24873,639544;24032,769442;22875,78314;24024,581118;24388,385102;24671,542992;24829,533544;25369,701552;25919,455152;26804,612164;28000,717674;28470,737214;29774,658512;32349,641122;33312,825012;33729,263716;33772,542238;33434,462348;32746,978844;31791,252914;30529,178652;29324,441676;28113,362222;26883,681232;25740,71662;24812,463594;23672,995532;23066,53287;22566,867162;23007,926934;22920,849888
PARAGUACU;29,1869465648855;38,1116030534351;44,4656521739131;32,3186071428571;102,134982142857;75,041625;5,57131086142323;125,929682539683;141,616878306878;225,359320987654; ;25,6793893129771;24,4885496183206;22,2748091603053;21,7786259541985;36,6412213740458;35,6077099236641;37,838320610687;36,8664122137405;45,4903816793893;35,2284732824427;34,0208396946565;36,4250381679389;35,5584732824427;43,1916030534351;26,1858015267176;21,002213740458;40,2306106870229;70,887125;63,179;63,981375;55,104625;40,81925;34,652;25,364375;26,471;25,9;26,751125;46,2725;52,56;79,2025;99,303;109,75275;119,18425;123,704;131,238375;135,00725;112,31175;94,8105;81,135875;49,023375;43,89925;9,103375;6,862125;3,75;3,75;3,75;3,75;3,75;17,1501851851852;47,3444444444445;94,5357407407408;127,736111111111;148,117962962963;145,732962962963;159,866851851852;158,173703703704;159,31537037037;142,793148148148;127,119074074074;125,567777777778;129,780740740741;142,904814814815;163,837222222222;187,420740740741;223,607962962963;265,049259259259; ;PARAGUACU;35,30993015;46,1068457;41,8266474785715;23,8769869571428;75,4573248071428;55,44075255;3,92498054285715;62,7998733857143;70,6229210428572;112,384439783333; ;31,06654;29,62588;26,94773;26,347455;44,328;43,07767335;45,7762327;44,6004325;55,0335814;42,61887855;41,15790155;44,0664648;43,0181076;52,2525535;31,6791899;25,40816315;48,67038935;52,37140795;46,6766452;47,26943985;40,71129695;30,1572619;25,6008976;18,73920025;19,5567748;19,13492;19,76373115;34,186123;38,831328;58,514807;73,3650564;81,0853317;88,0533239;91,3925152;96,95891145;99,7433563;82,9759209;70,0459974;59,94318445;36,21846945;32,4327659;6,72557345;5,06973795;2,7705;2,7705;2,7705;2,7705;2,7705;8,55262585;23,610201;47,14402855;63,70072125;73,86494695;72,6755713;79,72400035;78,8796443;79,44898205;71,20951505;63,39301105;62,6193951;64,7203576;71,2652021;81,70398435;93,4648492;111,51105505;132,1774151
JEQUITINHONHA (SE);44,7234848484848;46,1205411255411;62,2239349112427;123,019632653061;196,335897959184;177,953367346939;152,139978813559;192,158983516483;189,850054945055;196,63685897436; ;57,2575757575758;51,3712121212121;48,5;43,1136363636364;41,7878787878788;34,4015909090909;36,6325;35,6372727272727;50,5430303030303;50,7409848484848;51,0783333333333;49,3310606060606;44,9180303030303;40,5950757575758;33,8022727272727;32,912196969697;45,4425;92,3187142857143;93,0321428571429;99,5634285714286;104,495142857143;106,355;112,412857142857;117,859;124,158;126,243857142857;132,037714285714;142,071;161,406428571429;181,180571428571;197,711428571429;203,699857142857;210,911428571429;208,383714285714;211,057857142857;201,487857142857;196,931714285714;189,561571428571;178,838285714286;167,324285714286;159,346571428571;152,183285714286;149,528428571429;148,156571428571;145,490285714286;145,665285714286;144,907857142857;145,831857142857;196,9125;189,872692307692;187,155192307692;183,719423076923;185,693846153846;192,539230769231;200,4225;205,71;203,978269230769;202,390384615385;193,677307692308;186,4625;182,049230769231;175,875192307692;184,5175;190,150961538462;198,342307692308;201,417307692308; ;JEQUITINHONHA (SE);88,115641;90,8681659828572;89,6911442685715;128,533372588571;205,135672905715;185,929237271428;153,119586402857;149,144579374286;147,352499845714;152,620091366667; ;112,810708;101,213206;95,556252;84,943866;82,331816;67,77911526;72,17452374;70,21369512;99,58149568;99,97151206;100,63616684;97,1936342;88,49894068;79,9817173;66,5983194;64,84466366;89,53226766;96,45643906;97,2018435;104,02586144;109,17861516;111,1218311;117,4512014;123,14144038;129,72276156;131,90210682;137,95564464;148,43862222;168,6406647;189,30108464;206,5728548;212,82968474;220,3644788;217,72347236;220,5174703;210,5185429;205,75819372;198,05772106;186,85381768;174,8237602;166,48848476;159,00414058;156,23029274;154,79694896;152,01116032;152,19400382;151,4026273;152,36804098;152,8340307;147,37006988;145,26087682;142,59419766;144,12665008;149,43970904;155,55832422;159,66222792;158,31814162;157,0857018;150,32302972;144,7232423;141,29787456;136,50588226;143,21362666;147,5860491;153,9437788;156,3304462
TOCANTINS (SE);86,2952925602053;57,2824816937977;68,5369162151376;94,5594091103574;84,4899885265697;65,0099132604025;51,6443683759328;67,0255019605559;59,7000325958726;59,5606909921877; ;96,2024627611507;94,8577051423554;89,9430916909964;87,5996446592963;83,1609208822506;80,7020157920558;71,6012069933319;67,3214626483209;63,2503376608535;62,8811694894422;56,5611155852184;53,3915930026786;51,5051899225491;46,0665035475209;40,1757646721267;41,7877125342114;58,1599679998535;99,298698501465;100,491716111662;100,88097418375;100,913607755751;100,100439317962;97,855054737454;96,4053782347547;94,0021608435311;92,1126498881469;91,027520741094;90,4126600095582;89,2180493344386;87,4566126657022;89,3295927137749;86,1224576946483;82,9344991791375;79,5017249213141;76,8669831769735;73,711598468241;70,7585465068238;66,9652421124824;64,129971737624;61,5945146571747;59,5829685432468;58,3265507972244;54,6613726950513;50,619430345041;48,394094315587;47,1596395434765;46,58269881095;48,7176641141353;72,6962756762432;70,2425697919933;67,9763746711047;67,0489386275121;65,4784858936047;66,2148524323198;66,4111937401693;65,8060985671881;65,1531275767891;63,4039733608066;60,484191628084;58,1971793004802;57,366682762925;56,5488104531466;56,7462630888763;57,6880859595129;59,5549262693873;61,4390607476629; ;TOCANTINS (SE);3162,78080794929;2099,44167703531;1814,15262940258;1780,93134382802;1591,28393696948;1224,39631628694;924,350227563985;823,385167787254;733,39430392905;731,682540400634; ;3525,885293061;3476,599017276;3296,475112005;3210,586194123;3047,903967117;2957,78343334152;2624,23263872154;2467,37711536971;2318,16763249854;2304,63736945863;2073,00312151239;1956,83797626504;1887,70002816981;1688,36849597304;1472,46893405036;1531,54791287252;2131,602143333;1870,1910917844;1892,66037829674;1899,9916624909;1900,60628299016;1885,29107351186;1843,00151379488;1815,6983152411;1770,4361333141;1734,84909531746;1714,41177947264;1702,83149614406;1680,33220585652;1647,15731820616;1682,43301319368;1622,02985148626;1561,98785993288;1497,33501015768;1447,71229995322;1388,28380328126;1332,66604035824;1261,22296815504;1207,82350292658;1160,07071948614;1122,1852720457;1098,52190775562;1029,49196537036;953,36604740192;911,4540819752;888,204368204;877,33826990924;917,54819361964;893,04866646754;862,90573620806;835,06631098526;823,67307915516;804,3806091253;813,42661800696;815,83860323614;808,4052177939;800,38369445184;778,8959383667;743,0274271049;714,93226967954;704,72990623698;694,6826270773;697,10826458608;708,67823362296;731,61172276986;754,75766480908
PARAGUAI;107,481149511104;123,856754502825;110,530966812787;120,443582303849;116,991407648745;112,355535718559;119,101796578561;125,835214605508;118,369501868428;113,242864511436; ;96,7053748762841;96,8443743118827;101,340718905899;106,545557371953;113,387692386777;115,419696022466;122,124632702469;124,301799363209;131,464421275505;134,550379377764;128,105803265078;119,630600751291;116,193089205356;112,751188281575;103,722377876449;96,0836363913235;98,067349865871;122,778213814345;121,458888298171;120,579748209524;120,14711734618;120,398475090354;120,691913626402;121,247277931496;125,869607695695;119,589585682816;118,066803967955;117,241412132223;116,526557294881;116,007244375387;115,650968519704;115,219526660477;115,410896419809;121,279169723949;118,84549054701;113,660575615984;112,989183676026;112,104898283814;111,271118935079;111,253357675286;111,94811362913;113,261502214596;114,532287570238;115,582302475118;115,991980472461;118,555459612227;118,487537400311;120,438877964956;131,639421266792;129,535661872045;126,866284470727;125,101919024162;124,320583701847;124,473698687292;125,77908946959;124,769265012896;124,018834402621;120,137299640213;118,609033137997;117,040614986717;117,010867970063;116,277986065423;115,49187687596;114,011791981691;113,114352965181;112,602448587436; ;PARAGUAI;610,53097755;703,550210867142;551,472752744286;538,505544908571;523,070806434285;502,343734952857;523,31233225;494,61468963;465,269555997143;445,118518363333; ;549,320763;550,110329;575,651158;605,216483;644,082232;655,62473198;693,71114587;706,07822322;746,76445125;764,2937857;727,686312;679,5441615;660,01787904;640,46666336;589,17982406;545,78906831;557,05726308;548,94372675;543,0449973;539,11434526;537,18004445;538,3038697;539,61583897;542,09888333;562,76540753;534,68730979;527,87892381;524,18858123;520,99245167;518,67059374;517,07767762;515,14869287;516,0043107;542,24147214;531,3604463;508,17859313;505,17678701;501,22313022;497,49528691;497,41587598;500,52214305;506,39432837;512,07603384;516,77067043;518,60234854;530,06371248;529,76003098;538,48451172;517,42901776;509,15986748;498,66746852;491,73235842;488,66119961;489,26304164;494,39408114;490,4248106;487,47512752;472,21815738;466,21107054;460,04616146;459,92923623;457,04853104;453,95860781;448,1409062;444,61338394;442,60126495
AMAZONAS (N);165,47022074158;142,208427179098;126,241223556652;121,08985908374;119,686753585645;116,05154980095;111,64313661735;111,893448825119;105,38899389587;102,489874155093; ;163,885499315144;167,520731788322;168,946212304278;166,886265483705;165,159824594354;163,726794543712;162,166217161546;156,983705305402;154,431772197129;147,651788906246;142,257942260495;136,545564961989;131,023722369545;126,564494252877;122,405967624225;120,474618798215;145,117012662682;125,234672584979;124,572175583586;123,820858263884;123,279269532799;122,636141410352;122,029551386287;121,384416737867;120,840392376853;120,460825196183;120,214425158718;120,063261319919;120,031233228108;120,131699679846;119,992270511584;119,941910207353;119,673890509277;119,277216705825;118,759054257524;118,20072731529;117,531874972869;116,919928182699;116,141547786093;115,471113598531;114,577400131126;113,518256620039;112,708370856291;112,105881214747;111,406223131171;110,655833616412;109,777456232407;108,82152777009;116,379308770457;115,188634917708;114,100538820405;112,992512492343;111,849079352417;110,750090892866;109,727756881574;108,645528418518;107,697684092559;106,789001643337;105,974913728851;105,221522768977;104,518090636985;103,999138527593;103,522605872792;102,970167888328;102,549622916834;101,949831660117; ;AMAZONAS (N);1155,87700373;993,383884884286;957,891208381428;973,510035124285;962,229674464286;933,004210078572;888,015250301429;832,594453182857;784,195077241429;762,622849013333; ;1144,807078;1170,20066;1180,158223;1165,768654;1153,70876;1143,69846042;1132,79719069;1096,59523091;1078,76893696;1031,40798744;993,72976793;953,82648185;915,25415843;884,10463067;855,05562549;841,56436595;1013,70154119;1006,83254097;1001,50635194;995,46608601;991,11194712;985,94147549;981,06475435;975,87815112;971,50443082;968,45287504;966,47192543;965,25663362;964,99914163;965,8068484;964,68589826;964,28102322;962,1262609;958,93717528;954,77137356;950,2826667;944,90538348;939,98559626;933,72775491;928,33775434;921,15268504;912,63762982;906,12649896;901,28274312;895,65779508;889,6249883;882,56321447;874,87796355;865,97354863;857,1137945;849,01731714;840,77253977;832,2643018;824,08677483;816,47963039;808,42681385;801,37394403;794,61247609;788,55488211;782,94893162;777,71472267;773,85322182;770,30736235;766,19669451;763,06743704;758,60441549
TOCANTINS (N);121,854973807815;109,937275824797;127,082323582252;145,147890582231;132,610262872599;117,168173119346;112,964485477327;199,785029903746;174,086337165604;153,049071095523; ;126,67039840594;126,055292422553;123,810450764472;122,240941651192;119,874198422349;118,178953704912;116,154581283288;114,329273709388;112,743691770713;111,181829311006;109,810615065864;108,529587715613;107,254603950364;105,711329250635;104,292799545861;103,036989217262;102,584169369124;157,7172254148;155,837642774246;153,851691644767;151,763766706175;150,051342508603;148,572869996195;146,945344357695;145,097489936024;143,485420351632;141,692317225975;140,190449699493;138,315521195784;136,630610107814;134,756400644382;132,895599796334;131,152075565996;128,989256130159;125,532376667722;123,233965012675;121,392429634987;119,155491850265;117,358230425977;115,012327748445;112,990058912887;111,034708250185;109,093545175425;107,338463668917;105,985390032705;104,32278170564;102,849301943558;101,665946716143;210,603459885795;207,007219843525;205,045633050609;202,496801463161;200,387765318109;197,752700635359;194,457813116376;191,347275899078;187,515131373642;183,612802039648;178,814517646773;174,604000576576;169,153853853485;164,67959438106;160,224460288049;156,438175221385;152,979751500925;149,72928656426; ;TOCANTINS (N);17786,6704339143;16047,0929695657;14771,5004428;13634,9054484714;12457,1455259314;11006,5461898486;9818,16062681712;8943,92267634288;7793,45048709141;6851,65979765331; ;18489,5582;18399,773704;18072,10338;17843,008576;17497,54478;17250,09686588;16954,60753152;16688,17487602;16456,73398766;16228,7553343;16028,6048184;15841,61851342;15655,51436574;15430,24889142;15223,19193206;15039,88645224;14973,79019738;14815,64387536;14639,07960368;14452,52328676;14256,38775212;14095,5260136;13956,64123316;13803,75469718;13630,17091156;13478,7362867;13310,29572942;13169,21326768;12993,0861964;12834,80898492;12658,74945886;12483,94951158;12320,16629756;12116,99532214;11792,26291006;11576,35467004;11403,3644829;11193,23097654;11024,39979692;10804,03034428;10614,06241396;10430,3806443;10248,03162856;10083,1627469;9956,0576886;9799,87555432;9661,45978296;9550,29773594;9428,23925044;9267,24374002;9179,42794818;9065,32253876;8970,90577384;8852,93990432;8705,4352629;8566,18356638;8394,62714728;8219,92871348;8005,12040372;7816,62510394;7572,63439608;7372,33194712;7172,88569802;7003,38230288;6848,55651662;6703,04057346
ARAGUARI;129,184966051445;120,375207909765;106,253580635113;96,4365721910932;94,0884163957377;90,5964846990455;88,1708293760929;99,982172579305;70,5986013225889;69,9317616204857; ;133,578976457846;129,604614088426;128,589032557407;128,908367642489;129,621673725693;128,398241839129;125,593856049125;124,394259674505;122,380310852696;121,088053992035;119,544311422383;118,958462154107;118,310361203217;117,950696069411;117,682584444086;117,628921823536;109,949851950352;101,291335308198;100,505098389352;99,7019214180661;98,9194906971711;98,201226541995;97,5472228717078;96,9153445806795;96,3060019473902;95,7516069717954;95,323805151432;95,0107972726516;94,7814664314252;94,5897180876305;94,4055129361389;94,2005615342565;93,9123038283868;93,5737252197348;93,1556267325897;92,6434756111381;92,0239600487795;91,3324727433452;90,6097449560263;89,8912731900528;89,1878630931145;88,4866032508628;87,9430622014748;87,1868286437426;86,3559259650391;85,5184784048544;84,6913956380525;83,8469771102341;105,285575265759;104,065568819198;102,729750439929;101,342510405297;99,9360438539779;98,5537409523527;97,2482246199927;95,9993689643883;70,9780606502179;70,8539530761898;70,7316065177563;70,6090272536906;70,4728755908638;70,343239685737;70,2014464836661;70,0622067542074;69,9328978948339;69,8001802124166; ;ARAGUARI;1166,88788018819;1087,31205710966;1002,2126887034;938,516670227687;915,664516649831;881,681184038753;832,057951985145;766,50782705975;541,240294116555;536,128004216565; ;1206,57761844;1170,678431235;1161,50499708;1164,389452229;1170,832525667;1159,78164347612;1134,45049319023;1123,61490981356;1105,42353241635;1093,75097550137;1079,80682588616;1074,51503047324;1068,66093484705;1065,4121908299;1062,99042136484;1062,50570349516;993,14303816328;985,7630209833;978,11139631104;970,29491175992;962,68032884626;955,69021225518;949,3254760041;943,1760630147;937,24596609992;931,85061748202;927,68726813392;924,64108860396;922,40925048904;920,54316366066;918,75048686296;916,7559084278;913,9505965411;910,655563742;906,58664682524;901,60241362162;895,5733141884;888,84378877438;881,81023230276;874,81809525212;867,97253773194;861,14790640006;855,85818773614;848,4985545141;840,41224454287;832,26224005995;824,21310531091;815,99525966376;807,1660720683;797,8129597461;787,57198161144;776,93678218414;766,15418372411;755,55683455546;745,54816539682;735,97388220019;544,14939818156;543,19793429119;542,25997113002;541,32022394392;540,2764247092;539,28257817252;538,19552838747;537,12805465976;536,13671540136;535,11924258858
MUCURI;110,099299191375;62,7928706199461;58,9368524590163;93,3501174168297;128,817084148728;147,415851272015;115,5774;94,6689861751152;79,4700230414747;120,786666666667; ;116,22641509434;122,858490566038;122,320754716981;118,641509433962;107,5;93,8795283018868;89,2683962264151;81,5343396226415;76,291037735849;73,4346226415094;71,5799056603774;47,4837735849057;44,3415094339623;44,8849056603774;42,1466037735849;40,3984905660377;50,8548113207547;72,0390410958904;73,4953424657534;75,2146575342466;78,0330136986302;81,9012328767123;85,2123287671233;89,0153424657534;93,3330136986301;96,716301369863;101,256575342466;106,01602739726;113,925753424658;118,212739726027;125,722191780822;128,178219178082;132,535890410959;137,098767123288;146,04602739726;156,301917808219;160,57904109589;163,141506849315;156,196712328767;143,770273972603;132,975890410959;118,945616438356;107,984931506849;105,350410958904;120,437945205479;120,724520547945;115,747534246575;112,393561643836;128,323548387097;120,97935483871;109,906774193548;90,6514516129032;83,9061290322581;83,7817741935484;85,2859677419355;88,1714516129032;93,5604838709677;86,7453225806452;77,2346774193549;72,6720967741936;70,1667741935484;72,4035483870968;83,5072580645161;102,802419354839;120,757096774194;138,800483870968; ;MUCURI;53,4976898742856;30,5113070057143;23,5430834742857;31,2379364914286;43,1063185028571;49,3300611428569;37,8433429714286;26,9056832228571;22,5860163085714;34,32853696; ;56,47488;59,697432;59,436144;57,648384;52,23468;45,61643832;43,3758708;39,61786176;37,0701204;35,68217688;34,78096248;23,07255552;21,5457168;21,8097552;20,47920336;19,62978816;24,71055624;24,1065684;24,59389344;25,16923128;26,11234344;27,40677336;28,514772;29,78738208;31,23221304;32,36436936;33,88369032;35,47635528;38,12320272;39,55776552;42,07066848;42,89253384;44,35075008;45,87763464;48,87167424;52,30362336;53,73488568;54,59236872;52,26841824;48,11013432;44,49798816;39,80300952;36,1352136;35,25361872;40,30239048;40,39828776;38,73282888;37,61048232;36,47057904;34,38330048;31,23638448;25,76386776;23,84679312;23,81145048;24,23895432;25,05903192;26,590638;24,65371464;21,9507132;20,65399128;19,94195856;20,57766768;23,7334308;29,21727;34,32013296;39,44820792
